track_name,track_artist,track_popularity,track_album_name,release_year,song_genre,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration,tempo_type,speechiness_type,key_values
Yes Indeed,Lil Baby,81,Harder Than Ever,2018,rap,0.96,0.35,5,-9.31,0,0.53,0.108,0.56,119.96,142,Moderato,Mix of Lyrics & Beats,F
Camelot,NLE Choppa,85,Camelot,2019,rap,0.79,0.71,7,-5.25,1,0.4,0.717,0.76,175.04,149,Vivace,Mix of Lyrics & Beats,G
Murder On My Mind,YNW Melly,85,I AM YOU,2018,rap,0.76,0.73,0,-7.99,0,0.05,0.11,0.74,115.01,268,Moderato,No Lyrics,C
Pure Cocaine,Lil Baby,77,Street Gossip,2018,rap,0.96,0.49,10,-6.07,0,0.42,0.115,0.11,127.05,154,Allegro,Mix of Lyrics & Beats,"A♯,B♭"
Rubbin off the Paint,YBN Nahmir,71,YBN: The Mixtape,2018,rap,0.73,0.75,1,-7.26,1,0.28,0.183,0.56,162,160,Vivace,No Lyrics,"C♯,D♭"
Shotta Flow 3,NLE Choppa,74,Shotta Flow 3,2019,rap,0.72,0.72,8,-5.26,0,0.38,0.892,0.8,128,181,Allegro,Mix of Lyrics & Beats,"G♯,A♭"
Baby (Lil Baby feat. DaBaby),Quality Control,79,Quality Control: Control The Streets Volume 2,2019,rap,0.97,0.46,10,-7.26,1,0.37,0.151,0.46,108,142,Moderato,Mix of Lyrics & Beats,"A♯,B♭"
BLOCC IS HOT,NLE Choppa,50,BLOCC IS HOT,2019,rap,0.75,0.87,11,-5.39,0,0.33,0.136,0.85,166.06,188,Vivace,Mix of Lyrics & Beats,B
TATI,6ix9ine,70,DUMMY BOY,2018,rap,0.78,0.77,11,-5.46,0,0.26,0.102,0.52,91.98,155,Andante,No Lyrics,B
Stop Cappin,Blueface,62,Stop Cappin,2019,rap,0.85,0.58,9,-7.92,0,0.48,0.057,0.55,103.96,161,Andante,Mix of Lyrics & Beats,A
I BE DAMNED,Comethazine,56,Bawskee 2,2019,rap,0.69,0.83,0,-5.2,0,0.28,0.335,0.76,162.15,139,Vivace,No Lyrics,C
Freddy Krueger (feat. Tee Grizzley),YNW Melly,76,Freddy Krueger (feat. Tee Grizzley),2018,rap,0.83,0.62,7,-6.16,1,0.08,0.0759,0.61,140.05,245,Allegro,No Lyrics,G
Stick By My Side,Clever,54,Who is Clever?,2019,rap,0.79,0.39,0,-9.94,0,0.07,0.111,0.1,134.15,115,Allegro,No Lyrics,C
Free Youngboy,NLE Choppa,65,Free Youngboy,2019,rap,0.7,0.79,10,-6.58,0,0.26,0.361,0.84,87.5,165,Andante,No Lyrics,"A♯,B♭"
Want Beef?,YSN Flow,67,Want Beef?,2019,rap,0.87,0.49,2,-8.09,1,0.28,0.288,0.57,120.98,155,Allegro,No Lyrics,D
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,78,STOKELEY,2018,rap,0.81,0.62,10,-9.32,0,0.44,0.734,0.63,149.96,166,Allegro,Mix of Lyrics & Beats,"A♯,B♭"
BIRDBOY,NLE Choppa,52,BIRDBOY,2019,rap,0.86,0.43,1,-9.9,1,0.85,0.307,0.53,123.16,129,Allegro,Only Lyrics,"C♯,D♭"
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,80,Shotta Flow (Feat. Blueface) [Remix],2019,rap,0.89,0.51,2,-4.77,1,0.42,0.14,0.57,120.08,177,Allegro,Mix of Lyrics & Beats,D
Baby Sitter (feat. Offset),DaBaby,79,Baby On Baby,2019,rap,0.85,0.73,1,-5.8,1,0.06,0.336,0.39,92.51,158,Andante,No Lyrics,"C♯,D♭"
Stop Calling (feat. Key Glock & Tay Money),MadeinTYO,54,Stop Calling (feat. Key Glock & Tay Money),2019,rap,0.93,0.44,10,-5.98,1,0.41,0.096,0.38,140.04,194,Allegro,Mix of Lyrics & Beats,"A♯,B♭"
Bust Down Deux,Trippie Redd,65,A Love Letter To You 4,2019,rap,0.74,0.68,5,-4.61,1,0.09,0.158,0.42,155.95,135,Allegro,No Lyrics,F
Smoke My Dope (feat. Smokepurpp),Lil Pump,53,Lil Pump,2017,rap,0.92,0.76,1,-3.29,1,0.38,0.0976,0.81,136.01,136,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
GUMMO,6ix9ine,0,DAY69,2018,rap,0.69,0.78,1,-4.96,1,0.13,0.136,0.68,78.5,158,Andante,No Lyrics,"C♯,D♭"
I Got A Stick,YBN Nahmir,0,I Got A Stick,2017,rap,0.72,0.66,11,-6.97,1,0.29,0.27,0.41,81.94,161,Andante,No Lyrics,B
Elm Street,Jimmy Wopo,53,Woponese,2016,rap,0.89,0.51,1,-9.04,0,0.32,0.233,0.53,77.99,213,Andante,No Lyrics,"C♯,D♭"
@ ME,Antwillz,30,@ ME,2019,rap,0.73,0.83,8,-5.16,0,0.1,0.118,0.46,160.16,156,Vivace,No Lyrics,"G♯,A♭"
JUST SAYING,Comethazine,54,BAWSKEE 3.5,2019,rap,0.81,0.4,1,-10.3,1,0.73,0.0844,0.3,159.94,109,Vivace,Only Lyrics,"C♯,D♭"
Mac 10,Trippie Redd,66,!,2019,rap,0.79,0.62,9,-7.32,1,0.17,0.323,0.82,124.09,128,Allegro,No Lyrics,A
Baby Got Back,Sir Mix-A-Lot,3,Jackass The Movie (The Official Soundtrack),2013,rap,0.94,0.76,1,-7.87,1,0.28,0.0394,0.66,128.48,261,Allegro,No Lyrics,"C♯,D♭"
Tantas Veces,Aleman,47,Tantas Veces,2017,rap,0.7,0.85,0,-5.18,1,0.38,0.189,0.72,81.36,272,Andante,Mix of Lyrics & Beats,C
Suena Mamal***,Cartel De Santa,66,Golpe Avisa,2014,rap,0.66,0.77,7,-4.26,1,0.19,0.624,0.72,164.79,285,Vivace,No Lyrics,G
Me Alegro de Su Odio 2014,Cartel De Santa,60,Golpe Avisa,2014,rap,0.75,0.76,7,-4.87,0,0.05,0.242,0.82,140.74,267,Allegro,No Lyrics,G
Alv la Policia,Remik Gonzalez,0,Rolando Hits,2016,rap,0.78,0.65,3,-6.52,0,0.1,0.212,0.94,78.01,202,Andante,No Lyrics,"D♯,E♭"
M-E-X-I-C-O,C-Kan,48,Voy Por El Sueño de Muchos,2012,rap,0.65,0.82,10,-4.83,0,0.31,0.216,0.86,174.06,272,Vivace,No Lyrics,"A♯,B♭"
Un Par De Balas,C-Kan,57,Clasificación C Vol.1,2014,rap,0.82,0.81,8,-3.12,1,0.36,0.153,0.79,171.82,228,Vivace,Mix of Lyrics & Beats,"G♯,A♭"
Volar Volar,Cartel De Santa,0,Sincopa,2010,rap,0.62,0.82,1,-6.21,1,0.22,0.0984,0.67,179.99,293,Vivace,No Lyrics,"C♯,D♭"
Tres Delinquentes - Radio,Delinquent Habits,4,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",2013,rap,0.83,0.7,11,-4,1,0.15,0.314,0.6,100.11,256,Andante,No Lyrics,B
Coronamos,Lito Kirino,0,Coronamos,2016,rap,0.71,0.62,10,-6.85,0,0.22,0.795,0.42,141.81,200,Allegro,No Lyrics,"A♯,B♭"
Por Tus Pujidos Nos Hallaron,Akwid,49,Clasificado R - Director's Cut,2010,rap,0.6,0.76,5,-4.17,1,0.39,0.0697,0.92,204.96,222,Prestissimo,Mix of Lyrics & Beats,F
Crees Que Son Mentiras,TREN LOKOTE,24,Cementerio De Raperos,2017,rap,0.6,0.81,1,-6.85,1,0.29,0.0481,0.76,181.88,182,Vivace,No Lyrics,"C♯,D♭"
El Ambiente Huele a Mota,TREN LOKOTE,39,Cementerio De Raperos,2017,rap,0.69,0.64,3,-4.96,0,0.41,0.104,0.87,180.04,260,Vivace,Mix of Lyrics & Beats,"D♯,E♭"
Traficando Rimas,Cartel De Santa,61,Sincopa,2011,rap,0.7,0.72,8,-5.32,0,0.23,0.591,0.78,174.04,275,Vivace,No Lyrics,"G♯,A♭"
Illusions,Cypress Hill,45,The Essential Cypress Hill,2014,rap,0.55,0.83,8,-5.97,1,0.32,0.084,0.41,182.06,269,Vivace,No Lyrics,"G♯,A♭"
Highlife,Cypress Hill,33,The Essential Cypress Hill,2014,rap,0.7,0.8,2,-5.84,1,0.42,0.117,0.73,109.35,233,Moderato,Mix of Lyrics & Beats,D
Tequila Sunrise (feat. Barron Ricks),Cypress Hill,61,The Essential Cypress Hill,2014,rap,0.55,0.63,10,-8.77,0,0.49,0.14,0.56,192.73,258,Vivace,Mix of Lyrics & Beats,"A♯,B♭"
Latin Thugs (feat. Tego Calderón),Cypress Hill,42,The Essential Cypress Hill,2014,rap,0.66,0.84,6,-5.13,0,0.3,0.216,0.71,92.97,227,Andante,No Lyrics,"F♯,G♭"
Homegrizzlies,Homegrown Mafia,36,Homegrizzlies,2016,rap,0.64,0.71,7,-4.05,1,0.41,0.286,0.65,174.18,236,Vivace,Mix of Lyrics & Beats,G
Como Debe De,Remik Gonzalez,0,Grandes Exitos,2017,rap,0.59,0.8,4,-6.12,0,0.28,0.672,0.85,160.08,229,Vivace,No Lyrics,E
La Feria Drogas y Muerte,Remik Gonzalez,0,High Con Class XIII,2017,rap,0.84,0.63,6,-8.58,0,0.5,0.0941,0.86,80.03,251,Andante,Mix of Lyrics & Beats,"F♯,G♭"
Adictos Por R.a.P,Maniako,9,"Exitos, Vol. 2",2017,rap,0.64,0.85,4,-5.45,0,0.5,0.648,0.88,154.06,190,Allegro,Mix of Lyrics & Beats,E
Carnales,KLOEF TJR,5,Carnales,2016,rap,0.81,0.65,8,-8.26,0,0.19,0.0405,0.83,82.02,193,Andante,No Lyrics,"G♯,A♭"
Aquí en la Calle,Berbal La 4 Verde,0,"La 4 Verde & Rolando Hits: Éxitos, Vol.1, 2 y 3",2016,rap,0.7,0.68,7,-7.18,1,0.06,0.182,0.48,80,159,Andante,No Lyrics,G
Welcome to Guadalajara,Little el Crack,35,El Rompe Huesos,2016,rap,0.72,0.78,2,-5.27,1,0.35,0.127,0.8,173.06,252,Vivace,Mix of Lyrics & Beats,D
Déjame Volar,Aleman,52,Pase de Abordar (Deluxe),2015,rap,0.85,0.44,5,-11.47,0,0.49,0.295,0.18,139.96,204,Allegro,Mix of Lyrics & Beats,F
Vengo Con los Mios,La Santa Grifa,36,"Exitos, Vol. 2",2017,rap,0.79,0.85,9,-2.43,1,0.35,0.273,0.97,87.87,278,Andante,Mix of Lyrics & Beats,A
Hola,Damaco,17,Hola,2016,rap,0.78,0.73,10,-6.48,0,0.12,0.108,0.56,131.97,217,Allegro,No Lyrics,"A♯,B♭"
Las Tetas D,Crack Family,0,Las Tetas de Mi Madre (Banda Sonora),2015,rap,0.75,0.79,4,-7.61,0,0.26,0.172,0.88,88.94,215,Andante,No Lyrics,E
Si Te Vienen a Contar,Cartel De Santa,70,Golpe Avisa,2014,rap,0.73,0.66,10,-6.28,1,0.31,0.649,0.84,166.85,220,Vivace,No Lyrics,"A♯,B♭"
Drogadicto en Serie,Crack Family,0,La Familia (Capitulo 1),2010,rap,0.77,0.67,2,-8.16,1,0.32,0.109,0.86,94.34,206,Andante,No Lyrics,D
Alcoholizados,La Santa Grifa,50,"Exitos, Vol. 2",2017,rap,0.69,0.72,1,-5.15,1,0.27,0.433,0.59,75.44,292,Adagio,No Lyrics,"C♯,D♭"
Crealo Mi So,Cejaz Negraz,38,Buscando Millones,2010,rap,0.68,0.52,6,-11.25,0,0.35,0.138,0.67,89.93,228,Andante,Mix of Lyrics & Beats,"F♯,G♭"
Aqui no dominas nada,W. Corona,45,8 Diamantes,2014,rap,0.76,0.79,1,-6.39,1,0.32,0.107,0.78,174.05,224,Vivace,No Lyrics,"C♯,D♭"
Pow Wow Wow,Aleman,24,Pow Wow Wow,2017,rap,0.75,0.66,9,-11.09,0,0.05,0.367,0.73,83.03,188,Andante,No Lyrics,A
Mi Clika La Rifa - Mas Locos que Simpaticos,El Pinche Mara,7,Mas Locos Que Simpaticos,2016,rap,0.57,0.65,0,-8.42,0,0.05,0.363,0.86,150.13,182,Allegro,No Lyrics,C
SureÑos,TREN LOKOTE,46,Cementerio De Raperos,2017,rap,0.8,0.72,0,-7.84,1,0.2,0.39,0.47,80.01,182,Andante,No Lyrics,C
Enrredoz,Cejaz Negraz,39,Diamante de Mi Barrio Doble,2014,rap,0.72,0.55,1,-10.44,0,0.09,0.0856,0.51,132.01,250,Allegro,No Lyrics,"C♯,D♭"
Rivera Loca,Zimple,0,Sin Corte,2015,rap,0.7,0.85,6,-5.55,0,0.44,0.0741,0.46,167.95,225,Vivace,Mix of Lyrics & Beats,"F♯,G♭"
Deja,Ali Aka Mind,42,Mestizo,2014,rap,0.46,0.69,1,-5.75,0,0.23,0.0734,0.44,184.44,211,Vivace,No Lyrics,"C♯,D♭"
Mama Dejame Fumar,Asilo 38,25,La Hoguera,2016,rap,0.84,0.61,7,-10.93,1,0.2,0.28,0.93,93.28,227,Andante,No Lyrics,G
Pintura,Yoky Barrios,29,Figura Pública,2014,rap,0.81,0.7,1,-6.21,1,0.39,0.32,0.74,87.05,199,Andante,Mix of Lyrics & Beats,"C♯,D♭"
LooseScrew,BONES,58,SparrowsCreek,2019,rap,0.38,0.43,1,-11.45,1,0.05,0.0861,0.06,99.93,174,Andante,No Lyrics,"C♯,D♭"
All My Life I've Wanted A Chevy,$uicideBoy$,48,YUNGDEATHLILLIFE,2015,rap,0.8,0.38,10,-10.38,0,0.08,0.101,0.09,110.02,110,Moderato,No Lyrics,"A♯,B♭"
Phantom Menace,$uicideBoy$,56,I Want To Die In New Orleans,2018,rap,0.7,0.84,8,-5.01,1,0.29,0.0557,0.26,146.06,142,Allegro,No Lyrics,"G♯,A♭"
Marlboros & White Widow,$uicideBoy$,49,Dark Side Of The Clouds,2016,rap,0.74,0.6,2,-7.22,1,0.15,0.15,0.26,118.92,182,Moderato,No Lyrics,D
MustBeARealDragWakingUpAndBeingYou,BONES,48,UNRENDERED,2017,rap,0.61,0.4,11,-11.03,1,0.44,0.708,0.4,127.26,117,Allegro,Mix of Lyrics & Beats,B
Gimme The Loot,Big Baby Tape,54,Dragonborn,2018,rap,0.71,0.76,1,-4.98,0,0.11,0.419,0.66,163.03,140,Vivace,No Lyrics,"C♯,D♭"
Daddy Saber,Bill $Aber,29,Daddy Saber,2019,rap,0.82,0.48,0,-8.91,0,0.07,0.0859,0.1,133.03,265,Allegro,No Lyrics,C
High Up,Arizona Zervas,47,High Up,2017,rap,0.72,0.95,8,-3.61,1,0.03,0.11,0.75,106.01,226,Andante,No Lyrics,"G♯,A♭"
I Told You I Wouldn't Go Through This Shit Again,Tvbuu,16,I Told You I Wouldn't Go Through This Shit Again,2019,rap,0.73,0.58,0,-6.74,0,0.2,0.151,0.29,150.09,173,Allegro,No Lyrics,C
Irrelevant,Somber,26,Irrelevant,2018,rap,0.8,0.44,1,-11.14,1,0.35,0.215,0.32,127.03,125,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Mr. Miyagi,andrei,48,Mr. Miyagi,2018,rap,0.78,0.51,1,-7.17,1,0.37,0.403,0.22,136.99,142,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
2nd Hand,$uicideBoy$,73,KILL YOURSELF Part XII: The Dark Glacier Saga,2017,rap,0.94,0.43,1,-6.7,1,0.12,0.102,0.08,139.99,123,Allegro,No Lyrics,"C♯,D♭"
Fuck It Up,Jay Portal,31,The Making of a Monster,2019,rap,0.8,0.72,6,-6.78,0,0.04,0.2,0.53,95.01,177,Andante,No Lyrics,"F♯,G♭"
Signs Of Gemini,Prince of falls,41,Till We Feel Something,2019,rap,0.78,0.42,1,-9.43,0,0.05,0.108,0.71,116,157,Moderato,No Lyrics,"C♯,D♭"
Wasting My Time,Tvbuu,15,Thorn 8,2019,rap,0.6,0.83,0,-7.95,1,0.45,0.13,0.52,175.56,273,Vivace,Mix of Lyrics & Beats,C
Ghost of Tupac,Beamon,23,I'll Be Your Ghost Now,2018,rap,0.82,0.54,0,-8.53,1,0.07,0.119,0.14,138.01,111,Allegro,No Lyrics,C
I Guess You Missed My Call,Tvbuu,12,Thorn 6,2019,rap,0.8,0.5,4,-6.8,0,0.05,0.378,0.35,125.97,134,Allegro,No Lyrics,E
Fbgm,Ramirez,39,Blood Diamonds 2,2018,rap,0.76,0.98,4,-3.58,1,0.24,0.1,0.81,163.02,130,Vivace,No Lyrics,E
INSIDE,Night Lovell,45,GOODNIGHT LOVELL,2019,rap,0.86,0.35,1,-6.15,1,0.08,0.133,0.07,123.09,115,Allegro,No Lyrics,"C♯,D♭"
IRLNightmare,BONES,37,TheManInTheRadiator,2018,rap,0.69,0.41,1,-11.47,1,0.04,0.261,0.15,140.02,137,Allegro,No Lyrics,"C♯,D♭"
HIBACHI,$ANFI,14,Scattered Ideas 2,2019,rap,0.84,0.57,0,-10,1,0.37,0.118,0.68,164.99,128,Vivace,Mix of Lyrics & Beats,C
Slitwrist,Nik $ix,11,Slitwrist,2019,rap,0.9,0.67,10,-6.72,0,0.1,0.151,0.04,119.97,114,Moderato,No Lyrics,"A♯,B♭"
Laps,Zotiyac,36,Laps,2018,rap,0.76,0.45,8,-9.96,1,0.32,0.632,0.11,140.13,144,Allegro,No Lyrics,"G♯,A♭"
Catacombs,Unaverage Gang,26,Catacombs,2017,rap,0.61,0.62,7,-9.41,0,0.09,0.221,0.12,109.96,192,Moderato,No Lyrics,G
Nowhere to Run,Brennan Savage,53,Nowhere to Run,2018,rap,0.44,0.46,1,-8.93,0,0.06,0.117,0.24,109.99,185,Moderato,No Lyrics,"C♯,D♭"
"""I TRIED FOR YEARS... NOBODY LISTENED""",Iceberg Black,18,WAR,2018,rap,0.91,0.41,10,-6.71,0,0.14,0.116,0.09,140.03,151,Allegro,No Lyrics,"A♯,B♭"
Bitchigotabulletwityonameonit,Bill $Aber,23,Bitchigotabulletwityonameonit,2019,rap,0.62,0.79,1,-6.09,1,0.05,0.412,0.22,80,159,Andante,No Lyrics,"C♯,D♭"
King Tulip,$uicideBoy$,62,I Want To Die In New Orleans,2018,rap,0.58,0.58,10,-9.39,0,0.45,0.111,0.28,120.84,185,Allegro,Mix of Lyrics & Beats,"A♯,B♭"
Stick Out,Pouya,61,Stick Out,2018,rap,0.77,0.85,10,-3.85,0,0.22,0.0936,0.62,164.04,136,Vivace,No Lyrics,"A♯,B♭"
Lost Count,Walden Ash,31,Lost Count,2018,rap,0.75,0.64,3,-5.69,0,0.06,0.117,0.34,85.94,202,Andante,No Lyrics,"D♯,E♭"
The Map,Seyon,8,The Map,2018,rap,0.75,0.58,1,-8.25,1,0.1,0.157,0.22,156.07,162,Vivace,No Lyrics,"C♯,D♭"
Motorola,Anonymuz,32,Motorola,2017,rap,0.46,0.56,9,-8.22,0,0.26,0.356,0.32,120.06,203,Allegro,No Lyrics,A
Go Out,Lil Toe,39,Go Out,2018,rap,0.75,0.5,11,-10.41,1,0.23,0.12,0.43,149.87,120,Allegro,No Lyrics,B
Bughuul,Unaverage Gang,29,Bughuul,2019,rap,0.76,0.65,8,-9.46,1,0.14,0.562,0.25,151.98,203,Allegro,No Lyrics,"G♯,A♭"
King Kais Planet,11 LIT3S,41,King Kais Planet,2018,rap,0.68,0.75,7,-6.56,0,0.05,0.157,0.11,122.03,240,Allegro,No Lyrics,G
Insomnia (feat. TheRealVspence),Rob Curly,35,Insomnia (feat. TheRealVspence),2016,rap,0.6,0.71,6,-5.51,0,0.11,0.0837,0.37,91.93,261,Andante,No Lyrics,"F♯,G♭"
Midnight Marauder,Ramirez,40,Midnight Marauder,2018,rap,0.7,0.9,6,-7.76,0,0.38,0.231,0.68,175.18,143,Vivace,Mix of Lyrics & Beats,"F♯,G♭"
CharacterSelect (ВыборПерсонажа),BONES,52,CARCASS,2018,rap,0.75,0.57,1,-8.27,1,0.05,0.192,0.17,109.01,141,Moderato,No Lyrics,"C♯,D♭"
Fuoh,Zotiyac,28,Blackball,2018,rap,0.73,0.71,1,-10.43,1,0.43,0.111,0.5,140.16,154,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
The Sacred,$uicideBoy$,48,Grey Sheep II,2016,rap,0.86,0.62,8,-7.48,1,0.06,0.0951,0.35,105.05,128,Andante,No Lyrics,"G♯,A♭"
LTE,$uicideBoy$,66,YUNGDEATHLILLIFE,2015,rap,0.78,0.49,1,-7.65,1,0.05,0.123,0.04,106.01,134,Andante,No Lyrics,"C♯,D♭"
Day 2 Day,Jay Portal,15,The Making of a Monster,2019,rap,0.75,0.62,1,-8.35,0,0.14,0.116,0.49,173,128,Vivace,No Lyrics,"C♯,D♭"
Surf Club,SAINt JHN,51,Collection One,2018,rap,0.78,0.66,1,-7.09,1,0.04,0.102,0.45,136.05,241,Allegro,No Lyrics,"C♯,D♭"
Back & Fourth,$ANFI,12,BLUE,2018,rap,0.73,0.61,1,-7.72,1,0.21,0.0932,0.19,120.01,176,Allegro,No Lyrics,"C♯,D♭"
Van Gogh's Crows,Shahmen,41,Enter the Circle,2015,rap,0.7,0.6,10,-8.7,0,0.34,0.12,0.34,94.09,148,Andante,Mix of Lyrics & Beats,"A♯,B♭"
Why,anders,37,Twos,2018,rap,0.78,0.54,8,-6.69,1,0.04,0.11,0.23,135.06,163,Allegro,No Lyrics,"G♯,A♭"
Rxdical Forever,Anonymuz,43,There Is No Threat,2019,rap,0.63,0.71,7,-7.14,1,0.08,0.246,0.21,139.99,144,Allegro,No Lyrics,G
Rukus,$uicideBoy$,39,Badshit (Bootleg),2017,rap,0.78,0.92,6,-2.51,0,0.09,0.345,0.21,149.98,128,Allegro,No Lyrics,"F♯,G♭"
We'll Try Again Tomorrow,Tvbuu,16,Thorn Depression Series,2018,rap,0.69,0.86,7,-3.56,0,0.22,0.323,0.29,89.98,213,Andante,No Lyrics,G
McDonalds Rich,SAINt JHN,50,McDonalds Rich,2018,rap,0.85,0.8,1,-5.8,1,0.24,0.114,0.81,156.01,173,Vivace,No Lyrics,"C♯,D♭"
Mercury: Retrograde,Ghostemane,72,Hexada,2017,rap,0.83,0.81,2,-7.36,1,0.42,0.0556,0.39,156.99,125,Vivace,Mix of Lyrics & Beats,D
ProductOfDrugs (Prod. The Virus and Antidote),Kamiyada+,0,Static Depression,2016,rap,0.48,0.78,0,-4.71,1,0.1,0.114,0.18,93.47,124,Andante,No Lyrics,C
T.R.U. (Totally Rotten Underground),$uicideBoy$,55,My Liver Will Handle What My Heart Can't,2015,rap,0.69,0.71,8,-5.53,1,0.22,0.112,0.28,138.05,128,Allegro,No Lyrics,"G♯,A♭"
I Put My Dick in Your Mental,gizmo,49,Blvc Svnd X Gizmo,2018,rap,0.77,0.75,1,-2.44,1,0.2,0.0728,0.19,109.98,140,Moderato,No Lyrics,"C♯,D♭"
Andromeda,Ghostemane,62,Plagues,2016,rap,0.89,0.91,11,-10.41,1,0.37,0.558,0.3,99.97,122,Andante,Mix of Lyrics & Beats,B
Backpack,gizmo,23,Backpack,2018,rap,0.76,0.73,5,-5.58,1,0.19,0.619,0.27,128.01,135,Allegro,No Lyrics,F
D(R)Own,Ghostemane,58,Hexada,2017,rap,0.62,0.54,6,-4.11,1,0.78,0.369,0.43,80,108,Andante,Only Lyrics,"F♯,G♭"
Troll Under the Bridge,gizmo,30,Troll Under the Bridge,2018,rap,0.74,0.93,1,-3.73,1,0.27,0.182,0.18,124.51,116,Allegro,No Lyrics,"C♯,D♭"
Io sono qui,Salmo,26,Io sono qui,2016,rap,0.81,0.81,10,-5.58,0,0.1,0.0758,0.35,128.07,181,Allegro,No Lyrics,"A♯,B♭"
Euronymous,Ghostemane,52,Plagues,2016,rap,0.78,0.71,0,-3.9,1,0.14,0.205,0.29,139.97,154,Allegro,No Lyrics,C
TakingOutTheTrash,BONES,0,UNRENDERED,2017,rap,0.81,0.57,11,-9.63,1,0.06,0.109,0.29,120,193,Allegro,No Lyrics,B
Hades,Ghostemane,56,Hades,2017,rap,0.83,0.59,9,-7.82,0,0.26,0.114,0.33,112.97,127,Moderato,No Lyrics,A
Squeeze,Ghostemane,68,Hexada,2017,rap,0.79,0.73,1,-7.19,1,0.26,0.376,0.21,141.52,140,Allegro,No Lyrics,"C♯,D♭"
No Teeth,gizmo,0,No Teeth,2017,rap,0.7,0.65,4,-10.47,0,0.14,0.373,0.4,130.04,155,Allegro,No Lyrics,E
Bang Ya Fucking Head,gizmo,29,Blvc Svnd X Gizmo,2018,rap,0.69,0.76,1,-5.43,1,0.09,0.134,0.08,125.01,155,Allegro,No Lyrics,"C♯,D♭"
BLUE JUICE,gizmo,0,BLUE JUICE,2017,rap,0.8,0.97,0,-4.59,1,0.37,0.658,0.86,139.97,137,Allegro,Mix of Lyrics & Beats,C
Loch Ness,gizmo,0,Loch Ness,2017,rap,0.94,0.48,1,-11.44,1,0.4,0.402,0.36,121.98,176,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Hold Uh,gizmo,0,Hold Uh,2017,rap,0.84,0.63,8,-8.08,1,0.09,0.111,0.22,114.77,168,Moderato,No Lyrics,"G♯,A♭"
Bone Saw,gizmo,0,Bone Saw,2018,rap,0.96,0.51,1,-7,1,0.24,0.0549,0.47,130.03,137,Allegro,No Lyrics,"C♯,D♭"
TheArtOfCremation,BONES,0,HermitOFEastGrandRiver,2015,rap,0.75,0.57,9,-9.91,1,0.05,0.0929,0.19,117.96,196,Moderato,No Lyrics,A
OakGroveRoad,BONES,0,HermitOFEastGrandRiver,2015,rap,0.74,0.69,6,-9.26,0,0.1,0.077,0.52,115,108,Moderato,No Lyrics,"F♯,G♭"
John Dee,Ghostemane,56,John Dee,2016,rap,0.94,0.47,1,-9.69,1,0.39,0.111,0.17,130,167,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Kybalion,Ghostemane,51,Kybalion,2017,rap,0.76,0.62,10,-7.34,0,0.14,0.16,0.22,109.9,131,Moderato,No Lyrics,"A♯,B♭"
Killer,Ghostofblu,0,608,2017,rap,0.65,0.95,11,-2.69,1,0.5,0.337,0.26,105,122,Andante,Mix of Lyrics & Beats,B
608,Ghostofblu,0,608,2017,rap,0.39,0.94,7,-5.55,1,0.6,0.381,0.19,95.08,197,Andante,Mix of Lyrics & Beats,G
Eternal Dreams,Ghostofblu,0,608,2017,rap,0.56,0.68,0,-5.95,1,0.39,0.122,0.04,180.22,110,Vivace,Mix of Lyrics & Beats,C
Nightmare Choir (I Been Asleep Too Long),$uicideBoy$,49,KILL YOURSELF Part XI: The Kingdom Come Saga,2017,rap,0.78,0.9,1,-3.92,1,0.35,0.275,0.46,129.99,135,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Exodus,$uicideBoy$,54,High Tide In The Snake's Nest,2015,rap,0.61,0.75,2,-4.5,1,0.07,0.234,0.18,121.83,126,Allegro,No Lyrics,D
Vengeance,Killstation,57,Vengeance,2016,rap,0.63,0.57,1,-8.16,1,0.07,0.0874,0.04,115.5,133,Moderato,No Lyrics,"C♯,D♭"
Paralax,Killstation,41,Paralax,2017,rap,0.5,0.48,3,-8.88,1,0.04,0.101,0.88,173.99,177,Vivace,No Lyrics,"D♯,E♭"
Mutiny,Killstation,34,Mutiny,2016,rap,0.78,0.68,5,-7.43,1,0.04,0.222,0.17,141.04,117,Allegro,No Lyrics,F
Centipede,Killstation,37,Centipede,2016,rap,0.67,0.48,10,-7.32,0,0.04,0.12,0.1,162.12,129,Vivace,No Lyrics,"A♯,B♭"
Грустная сука,IC3PEAK,55,Сладкая жизнь,2017,rap,0.53,0.62,8,-6.12,1,0.07,0.146,0.04,119.05,200,Moderato,No Lyrics,"G♯,A♭"
This World Is Sick,IC3PEAK,48,This World Is Sick,2018,rap,0.8,0.76,8,-2.24,1,0.06,0.128,0.03,120.01,112,Allegro,No Lyrics,"G♯,A♭"
